wiek;przychod;czas_na_stronie_min;liczba_wizyt;godzina_wejscia;dzien_tygodnia;typ_klienta;region;kupil
19;6009;43;19;13;7;nowy;zachod;0
41;1211;18;3;15;1;nowy;polnoc;0
68;4961;47;12;15;6;vip;poludnie;0
62;5783;49;16;12;2;nowy;zachod;0
28;2282;4;3;6;2;nowy;centrum;0
65;9515;52;5;17;7;powracajacy;zachod;0
47;4536;18;2;6;5;powracajacy;polnoc;0
65;3542;15;19;12;3;nowy;centrum;0
51;1526;12;7;0;3;powracajacy;poludnie;0
39;9144;42;17;9;5;nowy;zachod;0
58;3977;49;13;8;5;nowy;polnoc;0
49;4291;56;5;22;2;nowy;wschod;0
63;8384;19;15;13;4;powracajacy;wschod;0
31;2986;7;4;15;6;nowy;polnoc;0
37;6654;1;1;21;7;nowy;zachod;0
21;4437;33;16;0;5;powracajacy;poludnie;0
55;7271;56;1;13;6;nowy;polnoc;0
46;9239;38;14;0;3;nowy;polnoc;0
28;5713;35;18;4;1;vip;polnoc;0
55;8519;7;18;7;4;nowy;centrum;0
19;7832;1;9;5;2;nowy;wschod;0
50;9437;37;3;7;7;nowy;zachod;0
36;3206;45;18;16;2;nowy;polnoc;0
29;6562;59;2;13;5;nowy;zachod;1
65;4941;18;16;5;3;powracajacy;poludnie;0
25;3813;6;8;9;7;nowy;zachod;0
37;4178;13;1;10;1;powracajacy;polnoc;0
68;1468;20;15;2;7;powracajacy;polnoc;0
62;8105;6;7;9;3;nowy;zachod;0
47;4641;14;18;22;5;powracajacy;polnoc;0
29;1779;6;4;6;5;nowy;polnoc;0
47;1122;24;16;9;6;vip;wschod;0
58;1962;13;8;23;2;powracajacy;centrum;0
20;7261;26;7;23;6;powracajacy;wschod;0
25;3282;52;6;5;1;powracajacy;wschod;0
69;7203;3;10;9;6;vip;zachod;0
31;1137;44;3;1;4;nowy;polnoc;0
66;2154;53;16;11;6;vip;wschod;0
62;2068;7;4;3;2;powracajacy;zachod;0
66;4174;56;5;6;1;nowy;polnoc;0
59;3946;19;18;18;1;nowy;poludnie;0
57;6412;30;13;4;1;nowy;zachod;0
34;3474;57;17;20;7;nowy;wschod;0
68;2293;34;7;19;4;powracajacy;wschod;0
30;7059;17;3;23;1;nowy;centrum;0
40;7069;7;18;5;2;nowy;poludnie;1
25;2936;58;13;6;3;nowy;poludnie;0
18;9078;59;4;20;6;vip;wschod;1
55;8992;39;19;6;2;vip;polnoc;0
52;7790;40;5;11;1;nowy;zachod;1
33;9604;44;19;3;7;vip;centrum;1
42;8333;15;16;9;1;nowy;polnoc;0
23;2133;41;1;13;6;nowy;centrum;1
39;6019;36;9;20;7;vip;poludnie;1
63;1135;35;8;10;5;nowy;poludnie;0
20;1959;23;6;13;7;nowy;polnoc;0
42;5463;51;16;18;2;powracajacy;wschod;0
61;5792;14;9;20;3;powracajacy;wschod;0
20;2119;4;19;22;5;powracajacy;polnoc;0
20;9584;47;18;8;6;nowy;poludnie;0
40;2210;55;11;22;7;powracajacy;zachod;0
62;9856;3;13;15;6;powracajacy;polnoc;0
52;6604;35;17;12;1;nowy;wschod;0
20;8209;4;14;3;5;powracajacy;wschod;0
59;3507;8;18;15;3;nowy;wschod;0
51;6170;8;8;3;4;nowy;poludnie;0
60;3612;35;16;5;3;powracajacy;wschod;0
31;4227;37;2;23;7;powracajacy;polnoc;0
64;8711;48;14;17;4;nowy;zachod;0
38;8047;55;7;3;3;powracajacy;centrum;0
27;9680;32;8;8;1;nowy;wschod;0
19;5105;5;7;23;6;vip;centrum;0
49;8364;33;5;8;2;nowy;wschod;0
67;4534;15;19;13;7;nowy;wschod;0
44;8526;22;11;17;3;nowy;wschod;0
63;2293;10;15;20;4;powracajacy;zachod;0
30;8553;21;1;8;6;powracajacy;poludnie;1
23;6121;23;17;12;5;powracajacy;wschod;0
26;9639;21;17;23;6;powracajacy;centrum;0
40;4990;30;7;13;2;vip;poludnie;1
31;4598;19;4;3;4;powracajacy;polnoc;0
65;2249;20;8;16;3;nowy;polnoc;0
42;3862;48;11;13;5;nowy;poludnie;0
36;8051;50;4;21;7;nowy;poludnie;1
62;9982;52;5;16;4;nowy;centrum;0
60;4372;57;16;2;4;nowy;centrum;0
43;8027;39;11;13;3;nowy;wschod;0
51;3751;14;2;23;5;powracajacy;zachod;0
19;1640;14;12;13;1;vip;zachod;0
50;1723;46;3;17;3;powracajacy;centrum;0
68;8752;24;12;7;5;vip;wschod;0
55;1827;7;7;12;1;nowy;centrum;0
36;5469;55;12;22;4;nowy;centrum;0
61;1970;54;16;3;6;powracajacy;poludnie;0
24;8032;39;2;18;5;nowy;centrum;0
34;5205;18;13;6;2;powracajacy;wschod;0
68;7958;12;16;18;6;powracajacy;polnoc;0
40;6847;57;9;12;4;powracajacy;centrum;0
51;3892;46;1;11;5;powracajacy;polnoc;0
57;7267;33;18;6;6;powracajacy;zachod;0
51;5792;8;7;9;2;nowy;polnoc;0
69;8315;45;18;1;3;powracajacy;wschod;0
47;7126;8;17;1;1;nowy;centrum;0
60;2941;26;3;23;3;powracajacy;centrum;0
39;2002;46;3;2;5;powracajacy;centrum;0
19;6328;35;13;12;3;powracajacy;polnoc;0
56;9856;12;8;22;1;powracajacy;wschod;0
32;7060;44;12;5;6;powracajacy;centrum;0
49;1550;6;18;13;4;nowy;zachod;0
36;8068;46;12;10;2;powracajacy;zachod;1
51;1256;40;8;1;6;nowy;wschod;0
28;2627;52;9;14;3;powracajacy;wschod;0
53;4970;52;17;12;5;vip;wschod;0
26;4978;13;1;19;3;powracajacy;centrum;0
61;8595;39;19;23;5;powracajacy;wschod;0
19;4453;44;13;21;5;nowy;polnoc;0
52;8032;13;9;14;6;nowy;centrum;0
69;8920;35;8;11;4;powracajacy;centrum;0
24;6422;7;6;12;4;powracajacy;zachod;0
34;3171;51;15;22;6;powracajacy;polnoc;0
63;8503;4;19;11;5;nowy;poludnie;0
44;7117;29;12;19;1;nowy;wschod;0
69;7279;56;6;6;5;nowy;polnoc;0
24;9659;28;1;2;6;powracajacy;poludnie;1
66;8338;56;7;16;6;powracajacy;centrum;0
32;3306;56;10;10;7;nowy;wschod;0
64;1069;13;8;23;1;nowy;wschod;0
54;5091;22;11;6;7;nowy;wschod;0
56;6533;22;15;14;2;nowy;wschod;0
23;6048;31;4;15;7;powracajacy;centrum;0
37;3993;47;19;20;2;powracajacy;poludnie;0
30;3745;53;4;11;4;vip;zachod;0
36;2670;54;8;12;4;powracajacy;polnoc;0
43;6775;36;17;19;5;nowy;poludnie;0
67;8662;23;17;7;7;vip;poludnie;1
67;9499;24;9;21;2;powracajacy;zachod;0
51;2321;53;10;7;1;nowy;zachod;0
18;2724;10;18;15;6;nowy;poludnie;0
61;3188;10;19;11;3;nowy;zachod;0
48;3052;59;1;6;6;nowy;poludnie;0
46;5798;46;16;8;2;nowy;zachod;0
26;7903;27;16;23;6;powracajacy;zachod;0
27;3778;29;1;22;1;powracajacy;wschod;0
50;5158;22;15;9;5;powracajacy;wschod;0
18;4353;28;10;14;2;nowy;wschod;0
57;1070;56;13;1;5;powracajacy;centrum;0
21;7387;14;5;11;2;powracajacy;zachod;0
50;2104;18;7;4;7;nowy;poludnie;0
27;3326;26;11;17;5;nowy;poludnie;0
26;7425;49;19;7;5;powracajacy;wschod;0
66;7139;18;5;10;3;nowy;poludnie;0
54;4428;3;15;8;7;vip;zachod;0
47;3996;59;13;3;7;powracajacy;polnoc;0
65;5808;9;10;11;5;powracajacy;poludnie;0
57;2410;40;12;12;7;powracajacy;centrum;0
25;2990;22;7;4;6;nowy;poludnie;0
57;2255;26;19;20;2;powracajacy;centrum;0
44;5327;54;1;4;4;powracajacy;poludnie;0
60;7714;57;11;0;2;nowy;zachod;0
45;9772;49;16;13;7;nowy;polnoc;1
69;2416;50;13;12;3;powracajacy;zachod;0
30;4019;44;16;9;2;nowy;zachod;1
32;1213;3;14;14;6;powracajacy;poludnie;0
32;1456;51;17;10;5;nowy;zachod;0
24;2643;57;15;14;6;nowy;poludnie;0
45;8522;34;11;13;3;nowy;centrum;0
22;8616;32;4;10;6;nowy;polnoc;0
53;9136;14;17;8;1;vip;polnoc;0
25;6920;38;19;8;6;powracajacy;polnoc;1
64;9733;44;5;5;4;nowy;centrum;0
25;6494;3;6;20;7;nowy;polnoc;0
43;3001;57;3;15;4;nowy;centrum;0
50;3513;21;14;8;7;powracajacy;centrum;0
48;5739;4;4;10;2;nowy;zachod;0
44;8257;42;18;8;4;powracajacy;polnoc;0
23;3998;51;1;6;1;nowy;poludnie;0
45;5538;23;4;13;7;nowy;zachod;0
62;4976;35;13;18;2;powracajacy;centrum;0
21;4393;47;5;0;3;powracajacy;zachod;0
27;3703;47;8;22;3;powracajacy;zachod;0
42;5782;6;4;11;5;vip;zachod;0
30;2357;12;3;14;3;powracajacy;polnoc;0
28;1724;45;4;18;7;nowy;zachod;0
62;4108;3;12;17;3;vip;polnoc;1
46;6179;55;1;13;5;nowy;wschod;0
24;1852;53;11;13;4;nowy;zachod;0
21;2946;28;16;4;3;powracajacy;zachod;0
30;3192;3;10;0;7;nowy;wschod;0
53;4111;44;10;18;6;nowy;wschod;0
53;5808;18;4;10;7;vip;polnoc;0
22;4253;52;17;6;3;powracajacy;zachod;0
39;2279;55;19;12;1;vip;zachod;0
60;4855;36;14;16;4;nowy;centrum;0
68;2560;47;16;1;1;nowy;centrum;0
47;8619;36;17;15;7;powracajacy;wschod;0
42;8048;58;7;5;3;nowy;wschod;0
32;3911;32;17;16;6;nowy;polnoc;0
30;8743;20;4;18;2;nowy;centrum;0
21;3065;5;11;14;1;powracajacy;zachod;0
45;6193;37;1;16;2;powracajacy;zachod;0
38;7206;51;14;11;6;nowy;polnoc;0
26;5671;4;18;23;3;powracajacy;poludnie;0
35;4428;57;17;23;3;powracajacy;centrum;0
26;9677;35;6;10;1;nowy;polnoc;0
68;6490;8;16;1;3;nowy;centrum;1
49;6971;4;14;14;2;nowy;polnoc;1
29;5959;5;7;13;3;nowy;poludnie;0
24;9334;38;11;15;7;powracajacy;zachod;0
58;8719;38;10;7;6;powracajacy;zachod;0
37;5839;1;8;14;7;powracajacy;poludnie;0
63;1676;56;7;5;1;powracajacy;poludnie;0
55;9401;19;15;14;7;powracajacy;polnoc;0
52;8016;21;13;17;7;nowy;centrum;0
29;5060;10;15;18;5;vip;polnoc;1
44;8087;57;19;2;6;nowy;wschod;0
34;4541;54;4;11;6;nowy;poludnie;0
54;7468;4;6;4;7;powracajacy;wschod;1
43;9371;22;3;22;3;powracajacy;centrum;0
66;9609;24;2;7;1;powracajacy;wschod;0
64;4613;3;13;16;4;nowy;centrum;0
49;4308;59;11;5;1;nowy;wschod;1
40;9178;32;3;7;2;powracajacy;polnoc;0
46;5172;56;17;11;4;nowy;polnoc;0
65;4380;30;9;0;4;powracajacy;zachod;0
18;3293;41;16;9;7;vip;wschod;0
49;6336;26;11;16;3;nowy;centrum;0
60;4791;6;10;11;4;powracajacy;polnoc;1
66;6462;32;9;9;5;powracajacy;polnoc;0
26;7640;1;10;9;6;nowy;wschod;0
51;2085;12;16;2;1;vip;centrum;0
39;7857;13;6;13;7;vip;polnoc;1
21;4776;8;3;21;4;nowy;centrum;0
49;5443;16;8;8;4;powracajacy;centrum;0
26;3530;7;12;1;3;nowy;zachod;0
48;7246;4;18;9;1;powracajacy;wschod;0
69;6641;33;11;4;2;nowy;centrum;0
52;3528;30;12;8;1;nowy;wschod;0
61;8548;13;14;23;5;vip;polnoc;0
49;6532;46;3;9;2;nowy;polnoc;0
26;5557;34;19;23;7;powracajacy;polnoc;0
52;3068;50;14;6;3;nowy;centrum;0
50;2575;53;2;7;2;powracajacy;centrum;0
26;5679;49;14;15;3;nowy;wschod;0
38;3315;42;14;12;4;nowy;centrum;0
26;5670;1;13;5;2;nowy;zachod;0
34;5144;27;7;23;1;powracajacy;polnoc;0
49;7384;15;1;1;7;nowy;poludnie;1
68;8297;31;15;12;4;vip;poludnie;0
32;6853;32;12;0;6;nowy;polnoc;0
56;8890;14;18;14;1;nowy;zachod;0
30;6330;11;5;2;1;nowy;zachod;0
60;1501;59;4;4;2;nowy;wschod;0
42;2685;48;1;20;6;powracajacy;poludnie;1
36;6006;25;18;9;2;nowy;poludnie;0
45;3999;43;9;11;5;powracajacy;wschod;0
22;2584;32;15;3;5;nowy;wschod;0
40;5508;13;18;7;3;vip;zachod;1
62;4486;2;2;22;1;nowy;wschod;0
57;7175;26;16;23;1;nowy;polnoc;0
32;3464;22;17;15;4;nowy;centrum;0
54;2277;11;16;7;1;nowy;polnoc;0
59;6656;10;5;14;4;nowy;poludnie;0
42;1488;53;8;23;6;powracajacy;centrum;0
33;4031;58;11;11;7;nowy;poludnie;1
40;2046;47;3;3;5;nowy;polnoc;0
57;1604;12;18;10;1;nowy;zachod;0
18;1010;13;11;6;3;nowy;centrum;0
55;3320;14;11;15;7;nowy;zachod;0
48;4116;43;16;21;2;nowy;polnoc;0
58;8574;23;6;10;1;powracajacy;polnoc;0
31;5171;21;6;20;5;nowy;centrum;0
69;9054;28;5;9;5;nowy;wschod;0
69;4057;15;16;5;4;vip;polnoc;0
18;9140;34;19;5;5;nowy;polnoc;0
41;9147;55;2;20;2;vip;centrum;0
44;9260;4;3;18;7;powracajacy;polnoc;0
37;1820;46;1;22;3;vip;wschod;1
49;4729;26;16;21;3;nowy;zachod;0
37;5928;4;7;5;3;powracajacy;poludnie;0
61;1137;7;17;19;4;powracajacy;centrum;1
45;4206;13;17;1;1;vip;centrum;0
41;2397;14;8;13;2;powracajacy;zachod;0
48;8413;48;8;6;2;powracajacy;zachod;0
28;5340;13;2;11;6;vip;poludnie;1
39;9225;41;16;7;3;powracajacy;poludnie;0
34;2119;36;9;10;2;powracajacy;centrum;0
59;4629;1;7;11;3;nowy;poludnie;0
18;3143;52;14;4;3;vip;poludnie;0
30;6111;26;9;18;7;nowy;zachod;0
53;2114;56;8;3;4;powracajacy;poludnie;0
61;9366;9;4;7;2;powracajacy;wschod;0
47;2472;7;7;21;3;nowy;centrum;0
49;2344;55;4;22;1;vip;zachod;0
45;8180;16;18;11;5;nowy;polnoc;0
51;8058;33;3;12;3;powracajacy;centrum;0
34;4537;58;3;2;7;nowy;centrum;0
56;1921;31;5;23;5;nowy;poludnie;0
43;5019;32;14;14;1;powracajacy;polnoc;0
18;5546;9;1;8;6;nowy;poludnie;0
47;2200;56;8;9;5;nowy;polnoc;0
19;3286;56;17;18;1;nowy;zachod;0
61;9885;14;15;1;5;powracajacy;zachod;0
59;8311;8;9;22;6;nowy;wschod;0
59;4819;29;11;0;7;powracajacy;wschod;0
69;4300;44;8;20;4;vip;zachod;0
51;4386;28;2;10;2;powracajacy;wschod;0
19;2378;35;16;4;5;nowy;zachod;0
56;6050;5;4;15;7;powracajacy;poludnie;0
56;8842;27;6;17;2;nowy;centrum;0
49;7188;8;15;12;7;nowy;polnoc;0
50;8980;39;11;2;5;powracajacy;polnoc;0
44;5141;52;15;2;5;nowy;poludnie;0
21;1950;26;7;7;1;powracajacy;poludnie;0
48;8184;58;18;1;3;powracajacy;polnoc;0
28;4536;34;9;20;5;powracajacy;poludnie;0
41;1041;39;14;17;3;powracajacy;polnoc;0
59;8183;18;14;23;1;vip;zachod;0
39;5267;14;14;6;5;powracajacy;centrum;0
50;7227;27;15;8;2;powracajacy;polnoc;0
39;7213;14;10;12;3;nowy;polnoc;0
18;6451;48;14;13;6;nowy;poludnie;0
41;1114;1;17;17;5;nowy;poludnie;0
61;1519;50;1;7;4;vip;wschod;0
34;2161;33;18;7;4;powracajacy;zachod;0
27;6868;4;8;7;2;nowy;wschod;0
57;8188;53;8;19;5;powracajacy;centrum;1
38;7417;4;3;1;1;nowy;poludnie;0
31;1465;38;19;13;2;powracajacy;polnoc;0
59;3762;42;16;8;3;nowy;wschod;0
37;1629;11;5;0;1;nowy;centrum;0
63;7051;30;2;6;5;powracajacy;polnoc;0
36;5008;58;5;3;1;nowy;wschod;0
24;9972;1;17;2;2;nowy;poludnie;0
52;5525;38;15;1;5;nowy;polnoc;0
43;6753;19;18;11;7;nowy;wschod;0
56;5510;45;15;3;6;powracajacy;polnoc;0
66;3767;53;10;1;4;powracajacy;wschod;0
66;4502;13;2;7;3;powracajacy;polnoc;0
50;7373;57;2;12;6;powracajacy;polnoc;0
68;1424;31;14;13;2;vip;wschod;0
51;9486;37;6;19;6;nowy;centrum;1
27;9930;8;14;20;6;powracajacy;poludnie;1
29;6736;54;12;19;5;nowy;polnoc;0
21;4836;29;6;17;5;powracajacy;poludnie;0
53;3983;59;8;19;2;nowy;poludnie;0
51;8412;27;2;23;3;nowy;zachod;1
30;7421;21;19;17;7;vip;polnoc;1
68;7132;11;10;12;6;nowy;polnoc;0
31;4653;42;7;14;6;nowy;zachod;0
67;6272;6;7;11;6;nowy;wschod;1
37;8976;32;14;12;4;powracajacy;polnoc;0
28;3252;20;12;1;1;powracajacy;zachod;0
35;7086;31;8;10;7;nowy;poludnie;0
39;9548;27;6;12;7;nowy;centrum;0
18;5705;31;8;6;1;nowy;wschod;0
58;3941;5;3;20;3;powracajacy;polnoc;0
37;4231;26;17;9;4;powracajacy;wschod;0
51;5030;40;6;17;4;vip;zachod;1
19;6678;53;5;15;2;powracajacy;zachod;0
67;6687;2;8;22;3;nowy;wschod;0
55;5978;46;3;5;3;powracajacy;zachod;0
37;8308;25;19;19;5;nowy;polnoc;0
30;7699;58;8;16;4;powracajacy;polnoc;0
32;7265;3;16;22;1;nowy;zachod;0
20;1588;52;16;7;6;vip;centrum;0
55;9736;15;5;5;5;powracajacy;zachod;0
45;8391;17;16;9;6;nowy;zachod;0
38;2999;18;10;19;3;nowy;centrum;0
34;8640;39;5;8;1;powracajacy;polnoc;0
31;5105;45;14;18;3;powracajacy;poludnie;1
26;5611;44;12;8;7;nowy;poludnie;0
32;2974;33;10;11;1;nowy;poludnie;0
24;8408;27;15;0;7;powracajacy;zachod;0
42;7989;29;9;0;4;nowy;polnoc;0
56;6920;38;6;12;2;powracajacy;zachod;0
37;1852;28;4;4;5;vip;centrum;1
51;4785;23;14;8;6;powracajacy;wschod;0
22;7002;19;13;7;4;powracajacy;wschod;1
59;1069;16;13;19;7;nowy;centrum;0
61;4033;30;13;11;5;vip;poludnie;0
54;3034;3;8;8;7;powracajacy;wschod;0
36;7199;17;4;16;7;nowy;polnoc;0
23;1671;51;15;6;2;powracajacy;centrum;0
66;3851;22;5;19;1;nowy;poludnie;0
42;4580;33;10;20;1;nowy;polnoc;0
24;3630;41;14;16;4;nowy;centrum;0
39;2729;40;2;8;1;nowy;wschod;1
36;6293;31;16;6;1;nowy;wschod;0
31;7363;31;18;4;4;powracajacy;zachod;0
56;8883;57;14;0;2;powracajacy;poludnie;0
54;8528;2;18;16;6;powracajacy;wschod;0
59;3545;53;3;6;4;vip;poludnie;0
41;5174;32;10;8;4;nowy;polnoc;0
31;3900;9;14;22;3;powracajacy;zachod;0
50;8444;29;11;16;1;powracajacy;centrum;0
52;3523;23;19;6;1;powracajacy;centrum;0
65;6995;11;8;6;5;nowy;polnoc;0
29;4013;26;18;21;2;powracajacy;wschod;0
52;5527;37;10;4;5;nowy;polnoc;0
53;8803;25;2;2;3;nowy;poludnie;0
53;4137;31;2;0;7;powracajacy;polnoc;0
22;8335;29;9;3;7;powracajacy;wschod;0
23;7674;3;6;9;7;powracajacy;wschod;0
26;4489;2;16;20;2;vip;wschod;1
48;7802;37;3;3;7;nowy;polnoc;0
24;3248;26;12;11;5;powracajacy;polnoc;0
53;4496;35;10;19;4;powracajacy;zachod;0
38;8059;29;8;15;5;nowy;poludnie;0
69;9760;9;15;0;2;nowy;centrum;0
24;7377;15;6;17;5;powracajacy;centrum;0
44;8933;16;14;16;6;powracajacy;centrum;0
55;3009;8;6;1;7;nowy;poludnie;0
44;6346;33;12;16;4;nowy;polnoc;0
40;5729;49;12;21;3;nowy;centrum;0
48;9084;5;5;1;1;nowy;centrum;0
34;5342;13;16;21;7;nowy;wschod;0
64;1380;12;19;6;3;powracajacy;wschod;0
49;7815;50;7;5;4;powracajacy;polnoc;0
50;9323;25;3;2;3;nowy;centrum;0
28;1910;52;10;16;3;nowy;polnoc;0
48;9741;44;16;20;2;powracajacy;centrum;0
69;9667;17;2;2;1;vip;polnoc;1
39;1415;5;16;18;6;nowy;poludnie;0
39;6369;21;8;18;4;powracajacy;centrum;0
23;1061;1;15;23;3;powracajacy;poludnie;0
60;5874;46;7;6;3;powracajacy;centrum;0
23;4250;43;6;21;7;powracajacy;centrum;0
39;2863;54;18;2;7;powracajacy;poludnie;0
40;9926;31;5;10;4;nowy;centrum;0
48;6783;30;7;23;3;nowy;poludnie;0
20;1049;11;11;13;4;powracajacy;centrum;0
49;1666;5;13;1;5;powracajacy;poludnie;0
69;6739;49;13;0;2;nowy;polnoc;0
38;8667;58;7;14;6;vip;poludnie;1
58;1155;14;14;21;7;powracajacy;polnoc;0
30;5628;19;18;9;7;nowy;centrum;0
34;1077;30;1;17;1;powracajacy;polnoc;0
49;9999;37;17;19;2;nowy;wschod;0
20;5314;39;11;18;1;powracajacy;zachod;0
24;2471;43;13;3;2;nowy;polnoc;0
61;9214;25;13;14;7;nowy;centrum;0
45;3681;46;16;23;4;vip;polnoc;0
30;4535;54;4;21;1;nowy;poludnie;1
47;3864;30;6;18;1;nowy;poludnie;0
27;1665;9;10;19;1;nowy;wschod;0
63;2201;39;3;11;2;powracajacy;wschod;0
45;5776;1;3;0;5;powracajacy;zachod;0
31;6195;23;16;15;7;powracajacy;poludnie;0
68;9432;11;8;19;7;nowy;zachod;0
31;4105;30;16;20;3;powracajacy;zachod;0
59;7670;48;13;16;5;vip;polnoc;0
19;4092;33;14;21;3;nowy;centrum;1
51;6490;6;3;17;4;nowy;wschod;1
59;9312;11;18;15;1;vip;wschod;0
18;6456;21;1;12;1;nowy;wschod;0
69;8311;29;10;6;7;nowy;polnoc;0
31;2975;39;10;19;2;powracajacy;centrum;0
64;6575;47;15;10;4;nowy;polnoc;0
48;4636;37;5;5;7;vip;poludnie;1
48;6573;54;12;22;6;nowy;wschod;0
19;7681;9;5;21;5;nowy;zachod;0
26;9935;59;3;20;3;nowy;wschod;0
33;3904;28;16;5;1;nowy;poludnie;0
49;6140;30;7;21;3;powracajacy;zachod;0
44;3414;6;12;0;7;nowy;wschod;0
69;6718;21;5;19;1;powracajacy;poludnie;0
59;7846;54;10;2;2;powracajacy;poludnie;0
31;1174;29;13;10;4;powracajacy;polnoc;0
68;9626;46;4;13;5;nowy;wschod;0
19;2671;54;4;0;4;nowy;polnoc;0
40;9966;10;1;18;2;powracajacy;wschod;1
47;4303;39;18;17;1;nowy;zachod;0
39;1728;9;3;0;1;nowy;poludnie;0
66;7212;41;11;17;7;nowy;centrum;0
67;8431;44;15;11;3;nowy;poludnie;0
46;1141;59;7;18;2;powracajacy;wschod;0
37;8732;14;3;6;3;nowy;wschod;0
65;1797;22;3;1;3;powracajacy;centrum;0
41;4432;1;16;14;1;nowy;poludnie;0
42;7852;5;13;0;5;nowy;centrum;0
35;6317;59;4;15;2;vip;polnoc;1
62;5426;6;2;21;7;nowy;poludnie;0
26;9385;51;11;20;3;vip;polnoc;1
46;3167;35;8;9;6;vip;polnoc;0
68;5560;12;10;21;3;nowy;centrum;0
27;4994;27;10;10;5;powracajacy;centrum;0
31;5186;48;16;13;2;powracajacy;polnoc;0
48;1696;14;10;11;5;nowy;wschod;0
20;9857;59;10;0;2;powracajacy;polnoc;0
31;5624;12;17;17;3;powracajacy;polnoc;0
26;1076;33;15;17;4;powracajacy;wschod;0
24;9488;26;13;18;7;nowy;polnoc;0
50;3850;12;8;13;4;powracajacy;polnoc;0
28;5050;28;15;21;2;powracajacy;poludnie;1
43;1811;17;6;8;3;powracajacy;zachod;0
23;7096;44;12;0;2;nowy;wschod;0
64;2650;42;17;21;3;nowy;wschod;0
21;6794;22;6;8;6;powracajacy;polnoc;0
49;8318;53;4;4;3;powracajacy;wschod;0
40;7620;43;9;22;6;powracajacy;wschod;0
64;8787;47;8;13;6;nowy;polnoc;0
33;3690;38;7;6;7;powracajacy;wschod;0
57;7271;25;9;4;4;powracajacy;wschod;0
50;9816;28;19;20;2;powracajacy;polnoc;0
21;2786;6;4;3;6;powracajacy;zachod;0
47;7620;20;17;3;5;nowy;zachod;0
60;2851;59;17;21;3;powracajacy;wschod;0
65;3341;34;11;1;7;nowy;polnoc;0
65;3084;2;9;23;4;nowy;zachod;0
44;3179;35;18;3;4;powracajacy;zachod;0
34;4005;59;9;18;4;powracajacy;zachod;1
39;8035;20;2;19;5;powracajacy;zachod;1
46;7520;4;12;10;1;nowy;poludnie;0
62;9147;15;16;16;4;powracajacy;polnoc;0
31;4280;59;2;20;1;nowy;poludnie;0
30;4206;2;1;18;1;nowy;centrum;0
46;3066;57;11;10;4;vip;wschod;0
41;8187;37;11;1;7;nowy;centrum;0
38;6440;37;13;5;7;powracajacy;poludnie;0
55;3556;18;6;17;5;powracajacy;zachod;0
19;4405;54;4;20;6;nowy;poludnie;1
27;7635;25;12;14;2;powracajacy;polnoc;0
36;4954;20;17;13;5;powracajacy;centrum;0
41;1611;37;6;22;5;powracajacy;wschod;0
63;5024;54;19;8;7;powracajacy;wschod;0
50;6517;9;1;16;2;powracajacy;wschod;0
31;8915;37;17;6;7;nowy;centrum;0
19;3771;12;4;16;6;nowy;wschod;0
18;6486;52;16;20;6;vip;polnoc;1
56;4464;42;5;2;1;nowy;poludnie;0
47;6959;11;19;4;7;powracajacy;poludnie;0
31;5518;58;1;20;6;nowy;centrum;1
50;1832;29;5;10;5;powracajacy;zachod;0
50;4171;55;9;2;1;nowy;zachod;0
34;1621;2;7;11;1;nowy;centrum;0
67;7652;17;16;14;7;nowy;zachod;0
41;6080;27;13;9;5;powracajacy;centrum;0
35;1961;8;8;22;1;nowy;zachod;0
27;3867;55;10;10;5;powracajacy;polnoc;0
48;1379;33;5;18;1;powracajacy;polnoc;0
19;2219;4;11;22;5;vip;zachod;0
19;1894;53;8;18;5;powracajacy;centrum;0
30;7157;31;8;18;5;nowy;centrum;0
37;3855;32;4;16;4;nowy;polnoc;0
64;3938;15;7;7;7;powracajacy;zachod;0
43;2146;14;13;22;5;nowy;zachod;0
69;5867;8;7;8;1;nowy;wschod;0
23;1353;40;11;10;7;nowy;poludnie;0
60;1204;21;6;19;2;powracajacy;poludnie;0
27;8129;28;2;13;1;nowy;polnoc;0
42;9908;23;8;8;6;nowy;poludnie;0
58;2446;56;5;22;3;nowy;centrum;0
40;5792;5;3;1;3;nowy;poludnie;0
67;1241;2;16;17;3;nowy;zachod;0
27;3453;28;8;20;3;nowy;wschod;0
18;9510;40;11;23;1;nowy;wschod;0
50;3425;35;16;15;5;nowy;polnoc;0
46;3859;33;3;8;5;powracajacy;polnoc;0
50;6526;31;13;7;4;nowy;polnoc;0
36;6005;54;7;10;6;powracajacy;zachod;1
21;9677;59;10;20;5;powracajacy;polnoc;1
37;5019;25;18;8;2;nowy;centrum;0
28;7188;25;1;20;4;nowy;zachod;1
55;7146;57;3;1;3;powracajacy;zachod;0
40;8196;47;1;19;6;nowy;polnoc;1
28;4465;58;8;12;2;nowy;polnoc;0
45;2741;47;2;12;5;powracajacy;poludnie;0
46;6766;25;11;4;1;nowy;zachod;0
22;6157;28;18;19;5;powracajacy;poludnie;0
43;6200;32;14;8;5;powracajacy;poludnie;0
21;5024;19;1;10;5;vip;zachod;0
53;4789;4;6;10;3;powracajacy;zachod;0
67;9478;32;9;12;7;powracajacy;wschod;0
59;8218;44;5;22;4;powracajacy;polnoc;0
42;1765;36;15;18;1;nowy;polnoc;0
68;7342;16;11;9;5;powracajacy;polnoc;0
69;7884;15;6;15;7;powracajacy;zachod;0
